image_filename,Nose_x,Nose_y,LEye_x,LEye_y,REye_x,REye_y,LEar_x,LEar_y,REar_x,REar_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,RKnee_x,RKnee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Head_x,Head_y,Neck_x,Neck_y,Hip_x,Hip_y,LBigToe_x,LBigToe_y,RBigToe_x,RBigToe_y,LSmallToe_x,LSmallToe_y,RSmallToe_x,RSmallToe_y,LHeel_x,LHeel_y,RHeel_x,RHeel_y
0.jpg,1041.49755859375,306.896728515625,1041.49755859375,300.30230712890625,1038.2003173828125,300.30230712890625,1018.4170532226562,306.896728515625,1021.7142333984375,306.896728515625,1008.525390625,346.46337890625,1008.525390625,353.0578308105469,1011.8226318359375,412.4078063964844,1015.1198120117188,415.70501708984375,1028.3087158203125,458.56890869140625,1031.60595703125,465.163330078125,1015.1198120117188,458.56890869140625,1011.8226318359375,461.8661193847656,1008.525390625,524.5133056640625,1001.930908203125,531.1077880859375,998.6337280273438,590.457763671875,998.6337280273438,593.7549438476562,1021.7142333984375,273.9245300292969,1011.8226318359375,329.977294921875,1011.8226318359375,455.27166748046875,1025.011474609375,600.349365234375,1028.3087158203125,603.6466064453125,1025.011474609375,597.0521850585938,1025.011474609375,606.94384765625,988.7420654296875,597.0521850585938,992.039306640625,603.6466064453125
1.jpg,1041.34130859375,309.5224609375,1041.34130859375,299.59002685546875,1038.030517578125,299.59002685546875,1018.1656494140625,306.2116394042969,1021.4764404296875,306.2116394042969,1008.2332153320312,345.9413146972656,1008.2332153320312,352.5629577636719,1014.8548583984375,412.157470703125,1014.8548583984375,418.7790832519531,1028.0980224609375,458.5087890625,1031.408935546875,465.1304016113281,1014.8548583984375,458.5087890625,1011.5440673828125,461.819580078125,1008.2332153320312,524.7249145507812,1001.6116333007812,531.3465576171875,998.3008422851562,587.6303100585938,998.3008422851562,594.2518920898438,1021.4764404296875,276.41436767578125,1011.5440673828125,329.3872985839844,1011.5440673828125,455.1979675292969,1028.0980224609375,600.87353515625,1031.408935546875,604.184326171875,1024.7872314453125,597.5626831054688,1024.7872314453125,607.4951171875,988.368408203125,597.5626831054688,991.67919921875,604.184326171875
2.jpg,1040.985595703125,306.4528503417969,1040.985595703125,299.8674621582031,1037.69287109375,299.8674621582031,1017.9366455078125,306.4528503417969,1021.2293701171875,306.4528503417969,1008.0585327148438,345.9653015136719,1008.0585327148438,352.55072021484375,1011.3511962890625,411.81939697265625,1014.6439208984375,418.4048156738281,1027.814697265625,457.9172668457031,1031.107421875,467.7953796386719,1014.6439208984375,457.9172668457031,1011.3511962890625,461.2099609375,1011.3511962890625,523.7713623046875,1004.7658081054688,530.3567504882812,998.180419921875,589.6254272460938,998.180419921875,592.9181518554688,1021.2293701171875,276.8185119628906,1014.6439208984375,329.5018005371094,1011.3511962890625,454.6245422363281,1024.5220947265625,599.5035400390625,1031.107421875,602.7962646484375,1024.5220947265625,596.2108154296875,1024.5220947265625,609.3816528320312,988.3023071289062,596.2108154296875,991.594970703125,602.7962646484375
3.jpg,1041.3575439453125,307.6482238769531,1041.3575439453125,297.77886962890625,1038.0677490234375,301.0686340332031,1018.3289794921875,304.3584289550781,1021.6187744140625,304.3584289550781,1008.4595947265625,347.1257019042969,1008.4595947265625,353.7052917480469,1011.7493896484375,412.9215087890625,1015.0391845703125,416.2113037109375,1024.9085693359375,458.9785461425781,1031.4881591796875,465.5581359863281,1011.7493896484375,458.9785461425781,1011.7493896484375,458.9785461425781,1008.4595947265625,524.7743530273438,1001.8800048828125,531.3539428710938,995.3004760742188,590.5701293945312,998.5902099609375,593.8599243164062,1021.6187744140625,274.7503356933594,1015.0391845703125,327.386962890625,1011.7493896484375,455.68878173828125,1024.9085693359375,600.4395141601562,1028.1983642578125,603.7293090820312,1024.9085693359375,597.1497192382812,1024.9085693359375,607.0191040039062,988.7208862304688,597.1497192382812,992.0106811523438,603.7293090820312
4.jpg,1044.2435302734375,307.84283447265625,1040.8907470703125,301.1374206542969,1037.5380859375,301.1374206542969,1017.4216918945312,304.4901428222656,1020.7744140625,304.4901428222656,1007.3635864257812,348.0754699707031,1007.3635864257812,354.7809143066406,1010.71630859375,411.77716064453125,1014.0690307617188,418.48260498046875,1027.4798583984375,458.7152404785156,1030.8326416015625,465.4206848144531,1014.0690307617188,458.7152404785156,1010.71630859375,462.0679626464844,1010.71630859375,525.7696533203125,1004.0108642578125,529.122314453125,997.305419921875,589.4713134765625,997.305419921875,592.8240356445312,1024.127197265625,274.3156433105469,1014.0690307617188,327.95916748046875,1010.71630859375,455.3625183105469,1027.4798583984375,599.5294799804688,1030.8326416015625,602.8822021484375,1024.127197265625,592.8240356445312,1024.127197265625,609.5875854492188,987.2472534179688,596.1767578125,990.5999755859375,602.8822021484375
5.jpg,1044.326904296875,308.0781555175781,1040.9921875,298.0738220214844,1037.6573486328125,301.4085998535156,1017.648681640625,304.7433776855469,1020.9835205078125,304.7433776855469,1010.9791259765625,348.0954895019531,1007.6444091796875,354.7650451660156,1014.31396484375,411.4562683105469,1014.31396484375,418.1258239746094,1027.653076171875,458.1431579589844,1030.98779296875,464.8127136230469,1014.31396484375,458.1431579589844,1010.9791259765625,461.4779357910156,1010.9791259765625,524.8387451171875,1004.3095703125,531.50830078125,997.6400146484375,588.199462890625,997.6400146484375,594.8690185546875,1024.3182373046875,274.7303771972656,1014.31396484375,328.0868225097656,1010.9791259765625,454.8083801269531,1027.653076171875,601.53857421875,1030.98779296875,604.8734130859375,1024.3182373046875,594.8690185546875,1024.3182373046875,608.2081298828125,987.6357421875,598.203857421875,990.970458984375,604.8734130859375
6.jpg,1044.1649169921875,309.49578857421875,1044.1649169921875,299.526123046875,1040.8416748046875,299.526123046875,1017.5791015625,306.1725769042969,1024.2255859375,306.1725769042969,1010.9326171875,346.05126953125,1007.6094360351562,352.6977233886719,1014.255859375,412.5157470703125,1014.255859375,415.8389892578125,1027.5487060546875,459.0408935546875,1030.8719482421875,465.6873474121094,1014.255859375,459.0408935546875,1010.9326171875,462.3641052246094,1010.9326171875,525.50537109375,1004.2861938476562,532.15185546875,997.6397705078125,588.6466674804688,997.6397705078125,591.9698486328125,1027.5487060546875,276.2635498046875,1014.255859375,329.4351501464844,1010.9326171875,455.7176818847656,1027.5487060546875,601.9395141601562,1030.8719482421875,601.9395141601562,1024.2255859375,595.2930908203125,1024.2255859375,608.5859985351562,987.6700439453125,598.6163330078125,990.9932861328125,605.2627563476562
7.jpg,1044.0513916015625,307.94329833984375,1044.0513916015625,301.2513732910156,1040.705322265625,301.2513732910156,1017.28369140625,304.5973205566406,1020.629638671875,304.5973205566406,1010.591796875,348.0947570800781,1007.245849609375,354.7866516113281,1013.937744140625,411.6678771972656,1013.937744140625,418.35980224609375,1027.321533203125,458.5112609863281,1030.66748046875,465.2031555175781,1013.937744140625,458.5112609863281,1010.591796875,461.8572082519531,1010.591796875,525.4303588867188,1003.89990234375,532.1222534179688,997.2079467773438,589.0034790039062,997.2079467773438,592.3494262695312,1027.321533203125,274.4837341308594,1013.937744140625,328.0190124511719,1010.591796875,455.1653137207031,1027.321533203125,602.3873291015625,1030.66748046875,602.3873291015625,1023.9755859375,595.6954345703125,1023.9755859375,609.0792236328125,987.1701049804688,599.0413818359375,990.5160522460938,602.3873291015625
8.jpg,1047.2415771484375,309.4067687988281,1043.92529296875,299.4579772949219,1040.609130859375,299.4579772949219,1017.395263671875,302.77423095703125,1024.02783203125,306.09051513671875,1010.7627563476562,345.8856201171875,1007.4464721679688,352.5181579589844,1010.7627563476562,412.2108154296875,1014.0789794921875,418.8433532714844,1027.343994140625,458.6384582519531,1030.6602783203125,465.27099609375,1014.0789794921875,458.6384582519531,1010.7627563476562,461.9547119140625,1007.4464721679688,524.9636840820312,1004.1301879882812,531.59619140625,997.4976806640625,587.9725952148438,997.4976806640625,594.6051025390625,1027.343994140625,276.2441711425781,1014.0789794921875,329.3043212890625,1010.7627563476562,455.32220458984375,1027.343994140625,601.2376708984375,1030.6602783203125,604.5538940429688,1024.02783203125,594.6051025390625,1024.02783203125,607.8701782226562,987.5488891601562,597.92138671875,990.8651733398438,604.5538940429688
9.jpg,1047.203857421875,309.621337890625,1047.203857421875,299.6832275390625,1040.5784912109375,302.99591064453125,1017.3895263671875,302.99591064453125,1024.014892578125,306.3086242675781,1007.451416015625,346.06109619140625,1007.451416015625,352.6865234375,1010.7640991210938,412.3152160644531,1014.0767822265625,418.9406433105469,1027.32763671875,458.693115234375,1030.640380859375,465.3185119628906,1010.7640991210938,458.693115234375,1010.7640991210938,462.00579833984375,1007.451416015625,524.9472045898438,1004.138671875,531.5726318359375,997.5132446289062,587.8886108398438,997.5132446289062,594.5140380859375,1030.640380859375,276.4942626953125,1014.0767822265625,329.49755859375,1010.7640991210938,455.3804016113281,1024.014892578125,601.1394653320312,1030.640380859375,604.4521484375,1024.014892578125,597.8267822265625,1024.014892578125,607.764892578125,987.5751342773438,597.8267822265625,990.8878784179688,604.4521484375
10.jpg,1047.08203125,309.7259216308594,1047.08203125,303.0818786621094,1043.760009765625,303.0818786621094,1017.183837890625,306.4039001464844,1027.14990234375,306.4039001464844,1007.2177734375,346.26812744140625,1010.539794921875,352.91217041015625,1010.539794921875,412.7085266113281,1013.86181640625,416.0305480957031,1027.14990234375,459.216796875,1030.471923828125,465.86083984375,1010.539794921875,459.216796875,1010.539794921875,462.538818359375,1007.2177734375,525.6571655273438,1003.895751953125,532.3012084960938,997.251708984375,588.7755737304688,997.251708984375,592.0975952148438,1030.471923828125,276.5057067871094,1013.86181640625,329.65802001953125,1010.539794921875,455.894775390625,1027.14990234375,602.0636596679688,1030.471923828125,602.0636596679688,1023.827880859375,595.4196166992188,1023.827880859375,608.7076416015625,987.28564453125,598.7416381835938,990.607666015625,602.0636596679688
11.jpg,1047.05224609375,310.6809997558594,1047.05224609375,304.06878662109375,1043.74609375,304.06878662109375,1013.9910888671875,304.06878662109375,1027.215576171875,307.3749084472656,1007.37890625,347.0482482910156,1010.6849975585938,353.66046142578125,1007.37890625,413.17047119140625,1013.9910888671875,416.4765930175781,1023.909423828125,459.4560241699219,1030.521728515625,466.0682678222656,1010.6849975585938,459.4560241699219,1010.6849975585938,462.76214599609375,1007.37890625,525.5782470703125,1004.07275390625,532.1904907226562,997.4605712890625,588.3944091796875,997.4605712890625,591.7005004882812,1033.8277587890625,277.6199035644531,1013.9910888671875,327.2115783691406,1007.37890625,456.1499328613281,1023.909423828125,598.312744140625,1030.521728515625,604.9249267578125,1023.909423828125,595.006591796875,1023.909423828125,608.2310791015625,987.542236328125,598.312744140625,990.8483276367188,604.9249267578125
12.jpg,1049.939697265625,313.4927673339844,1049.939697265625,303.4909973144531,1046.6058349609375,306.8249206542969,1016.6005249023438,303.4909973144531,1026.602294921875,306.8249206542969,1003.264892578125,343.498046875,1013.2666625976562,353.4997863769531,1006.5988159179688,413.5103454589844,1013.2666625976562,416.84423828125,1023.2683715820312,460.1851806640625,1029.936279296875,466.85302734375,1009.9327392578125,460.1851806640625,1009.9327392578125,460.1851806640625,1009.9327392578125,526.8635864257812,1003.264892578125,530.197509765625,996.5970458984375,586.8740844726562,999.9309692382812,593.5419311523438,1036.60400390625,276.8196716308594,1016.6005249023438,330.162353515625,1006.5988159179688,456.8512878417969,1023.2683715820312,596.8758544921875,1029.936279296875,603.543701171875,1023.2683715820312,593.5419311523438,1023.2683715820312,606.8776245117188,986.5952758789062,596.8758544921875,993.2631225585938,603.543701171875
13.jpg,1050.7161865234375,312.522705078125,1050.7161865234375,305.8013610839844,1047.3555908203125,305.8013610839844,1017.1095581054688,302.4407043457031,1030.55224609375,305.8013610839844,1007.0275268554688,346.12939453125,1010.38818359375,352.8507385253906,1007.0275268554688,413.3428039550781,1013.7488403320312,416.7034606933594,1023.8308715820312,460.39215087890625,1030.55224609375,467.1134948730469,1010.38818359375,460.39215087890625,1007.0275268554688,463.7528381347656,1010.38818359375,527.6055297851562,1003.6668701171875,530.9662475585938,996.9454956054688,588.0975952148438,1000.3062133789062,594.8189697265625,1037.2735595703125,278.916015625,1017.1095581054688,329.3260498046875,1007.0275268554688,457.031494140625,1027.1915283203125,601.540283203125,1030.55224609375,601.540283203125,1023.8308715820312,594.8189697265625,1023.8308715820312,608.2615966796875,990.2241821289062,598.1796264648438,993.5848388671875,604.9009399414062
14.jpg,1051.640625,311.0381164550781,1051.640625,304.1134338378906,1048.1783447265625,304.1134338378906,1017.0172119140625,300.6510925292969,1034.328857421875,307.5757751464844,1006.630126953125,345.6615905761719,1010.0924682617188,352.5862731933594,1006.630126953125,411.4461669921875,1013.5548095703125,418.3708801269531,1023.94189453125,459.9190368652344,1030.8665771484375,466.8437194824219,1010.0924682617188,459.9190368652344,1006.630126953125,463.3813781738281,1017.0172119140625,525.70361328125,1003.1677856445312,532.6282958984375,999.7054443359375,584.5634765625,999.7054443359375,594.9505615234375,1037.791259765625,279.87701416015625,1017.0172119140625,328.349853515625,1006.630126953125,456.4566650390625,1027.4041748046875,598.4129028320312,1030.8665771484375,601.875244140625,1023.94189453125,594.9505615234375,1023.94189453125,608.7999267578125,992.78076171875,598.4129028320312,992.78076171875,605.3375854492188
15.jpg,1052.069091796875,313.4793395996094,1052.069091796875,306.4600524902344,1048.5595703125,306.4600524902344,1016.9727172851562,302.9504089355469,1034.52099609375,306.4600524902344,1006.4437866210938,345.0661315917969,1013.4630737304688,355.5950622558594,1006.4437866210938,411.74932861328125,1013.4630737304688,418.76861572265625,1023.9920043945312,460.88433837890625,1031.01123046875,467.90362548828125,1009.9534301757812,460.88433837890625,1006.4437866210938,460.88433837890625,1020.4823608398438,524.0579223632812,1002.9341430664062,531.0772094726562,999.4244995117188,583.7218627929688,999.4244995117188,594.2507934570312,1041.540283203125,278.3829040527344,1020.4823608398438,331.0275573730469,1006.4437866210938,457.37469482421875,1027.501708984375,597.7604370117188,1031.01123046875,604.7797241210938,1027.501708984375,594.2507934570312,1023.9920043945312,608.2893676757812,992.4052124023438,594.2507934570312,992.4052124023438,604.7797241210938
16.jpg,1055.618408203125,313.5283203125,1055.618408203125,306.4693603515625,1052.0889892578125,306.4693603515625,1020.3235473632812,302.93988037109375,1037.970947265625,309.99884033203125,1006.20556640625,345.29376220703125,1013.2645263671875,355.8822021484375,1006.20556640625,412.35406494140625,1013.2645263671875,415.883544921875,1023.85302734375,458.2374267578125,1027.382568359375,465.2964172363281,1009.7350463867188,458.2374267578125,1006.20556640625,461.76690673828125,1020.3235473632812,521.7682495117188,1002.6760864257812,532.3567504882812,1002.6760864257812,581.7695922851562,995.6171264648438,592.3580322265625,1045.0299072265625,278.2334289550781,1020.3235473632812,331.17578125,1006.20556640625,454.70794677734375,1027.382568359375,592.3580322265625,1030.9119873046875,602.946533203125,1027.382568359375,588.8285522460938,1023.85302734375,610.0054931640625,995.6171264648438,592.3580322265625,992.0875854492188,606.4760131835938
17.jpg,1055.7064208984375,314.28082275390625,1055.7064208984375,307.255859375,1055.7064208984375,307.255859375,1024.0941162109375,300.23089599609375,1041.656494140625,307.255859375,1006.5316772460938,342.3806457519531,1017.069091796875,352.9180908203125,1006.5316772460938,412.6302185058594,1013.556640625,416.1427001953125,1024.0941162109375,458.2924499511719,1027.6065673828125,465.3174133300781,1010.0441284179688,458.2924499511719,1006.5316772460938,458.2924499511719,1024.0941162109375,518.0045776367188,999.5067138671875,532.0545043945312,1003.0191650390625,577.7167358398438,995.9942016601562,595.2791137695312,1048.681396484375,279.156005859375,1024.0941162109375,328.3307189941406,1006.5316772460938,454.77996826171875,1031.1190185546875,588.2542114257812,1031.1190185546875,605.8165893554688,1027.6065673828125,584.74169921875,1024.0941162109375,609.3290405273438,999.5067138671875,588.2542114257812,988.9692993164062,605.8165893554688
18.jpg,1056.128173828125,312.89849853515625,1059.6123046875,305.93048095703125,1056.128173828125,305.93048095703125,1024.772216796875,302.44647216796875,1042.192138671875,305.93048095703125,1010.8361206054688,344.25457763671875,1014.3201293945312,351.22259521484375,1007.3521118164062,410.45074462890625,1014.3201293945312,417.41876220703125,1024.772216796875,459.22686767578125,1028.256103515625,466.19488525390625,1010.8361206054688,459.22686767578125,1003.8681030273438,459.22686767578125,1024.772216796875,518.4550170898438,1000.3840942382812,532.3910522460938,1003.8681030273438,574.1991577148438,996.9000854492188,595.1032104492188,1049.16015625,278.05841064453125,1024.772216796875,330.31854248046875,1007.3521118164062,455.74285888671875,1031.740234375,588.1351928710938,1031.740234375,605.5552368164062,1031.740234375,581.1671752929688,1024.772216796875,612.5232543945312,1000.3840942382812,584.6511840820312,989.9320678710938,605.5552368164062
19.jpg,1060.003662109375,314.63519287109375,1060.003662109375,307.6903381347656,1060.003662109375,307.6903381347656,1025.279541015625,304.2179260253906,1046.114013671875,307.6903381347656,1007.91748046875,342.41448974609375,1014.8623046875,352.83172607421875,1004.445068359375,408.3903503417969,1014.8623046875,415.3351745605469,1021.80712890625,460.4765625,1028.751953125,467.42138671875,1011.389892578125,460.4765625,1004.445068359375,460.4765625,1021.80712890625,519.5076293945312,997.500244140625,529.9248657226562,1004.445068359375,575.0662231445312,994.02783203125,595.9006958007812,1053.058837890625,279.9110412597656,1025.279541015625,328.52484130859375,1007.91748046875,453.53173828125,1032.224365234375,585.4834594726562,1032.224365234375,606.3179321289062,1032.224365234375,582.0110473632812,1025.279541015625,613.2627563476562,1000.97265625,585.4834594726562,990.555419921875,606.3179321289062
20.jpg,1060.143310546875,316.78192138671875,1060.143310546875,309.8892822265625,1060.143310546875,309.8892822265625,1025.68017578125,302.99664306640625,1046.3580322265625,309.8892822265625,1011.8948364257812,344.35247802734375,1015.3411865234375,351.2451171875,1005.002197265625,409.8325500488281,1011.8948364257812,416.7251892089844,1022.2338256835938,458.08099365234375,1025.68017578125,468.4199523925781,1011.8948364257812,458.08099365234375,1005.002197265625,461.5273132324219,1022.2338256835938,516.66845703125,998.1095581054688,530.4537353515625,1008.4485473632812,571.8095092773438,994.6632690429688,595.9337768554688,1053.250732421875,282.3187561035156,1025.68017578125,330.56719970703125,1008.4485473632812,454.6346740722656,1032.57275390625,585.5947875976562,1032.57275390625,606.272705078125,1032.57275390625,582.1484985351562,1022.2338256835938,609.7190551757812,1001.555908203125,582.1484985351562,991.2169189453125,606.272705078125
21.jpg,1063.497314453125,319.45123291015625,1063.497314453125,309.1021728515625,1060.047607421875,309.1021728515625,1029.0003662109375,302.2027893066406,1049.6986083984375,309.1021728515625,1011.751953125,343.59906005859375,1018.6513671875,353.9481201171875,1004.8526000976562,409.1431579589844,1015.20166015625,416.04254150390625,1022.10107421875,457.4388122558594,1029.0003662109375,467.7878723144531,1011.751953125,457.4388122558594,1004.8526000976562,460.88848876953125,1022.10107421875,519.533203125,997.9532470703125,529.8822631835938,1008.3023071289062,574.7282104492188,994.5035400390625,595.4263916015625,1056.597900390625,281.504638671875,1029.0003662109375,329.80029296875,1008.3023071289062,453.9891052246094,1035.8997802734375,588.5269775390625,1029.0003662109375,605.7754516601562,1035.8997802734375,581.6276245117188,1022.10107421875,612.6748046875,1004.8526000976562,585.0772705078125,991.0538330078125,605.7754516601562
22.jpg,1063.034912109375,318.895263671875,1063.034912109375,312.1056823730469,1063.034912109375,312.1056823730469,1029.0869140625,305.31610107421875,1049.4556884765625,312.1056823730469,1012.113037109375,342.6587829589844,1018.902587890625,352.8431396484375,1005.3234252929688,407.1597900390625,1015.5078125,417.3441467285156,1018.902587890625,458.0816345214844,1025.692138671875,468.2660217285156,1008.7182006835938,458.0816345214844,1005.3234252929688,458.0816345214844,1018.902587890625,519.1878662109375,998.5338745117188,529.3722534179688,1008.7182006835938,573.5045166015625,995.1390380859375,593.8732299804688,1059.64013671875,281.55255126953125,1029.0869140625,329.0796203613281,1005.3234252929688,454.6868591308594,1035.8765869140625,590.4784545898438,1029.0869140625,607.452392578125,1032.4818115234375,583.6888427734375,1022.29736328125,610.84716796875,1001.9286499023438,583.6888427734375,991.7442626953125,604.0576171875
